coddoc,edad,estciv,educacion,mora,balance,vivienda,prestamo,dia,duracion,campana,pdias,previo,Adq_Ahorro,contactado,edadacotado,balanceacotado,balanceclase,duracionacotado,campanaacotado
CODDOC1176,60,1,1,0,517,0,0,12,1178,3,-1,0,0,0,60,517,1,500,3
CODDOC1177,50,1,3,0,-470,1,0,8,506,2,170,3,0,1,50,-470,1,500,2
CODDOC1178,28,2,3,0,4579,0,0,12,409,2,-1,0,1,0,28,4000,1,409,2
CODDOC1181,31,1,3,0,636,1,0,4,352,4,-1,0,1,0,31,636,1,352,4
CODDOC1183,38,1,3,0,126,1,0,21,164,2,-1,0,0,0,38,126,1,164,2
CODDOC1185,37,1,2,0,430,0,0,27,154,4,-1,0,0,0,37,430,1,154,4
CODDOC1186,33,1,2,0,-6,1,0,7,566,2,-1,0,0,0,33,-6,1,500,2
CODDOC1188,27,1,2,0,130,1,0,7,265,3,-1,0,0,0,27,130,1,265,3
CODDOC1189,38,1,1,0,2569,0,0,9,172,1,-1,0,0,0,38,2569,1,172,1
CODDOC1190,34,2,2,0,201,0,0,22,257,2,-1,0,0,0,34,201,1,257,2
CODDOC1191,54,0,3,0,0,0,0,13,618,1,-1,0,1,0,54,0,1,500,1
CODDOC1193,35,2,2,0,475,0,1,21,936,4,-1,0,0,0,35,475,1,500,4
CODDOC1195,36,1,2,0,1825,1,0,14,24,1,346,1,0,1,36,1825,1,24,1
CODDOC1197,72,1,1,0,4415,0,0,13,120,1,-1,0,0,0,65,4000,1,120,1
CODDOC1199,53,0,2,0,320,0,0,9,175,1,-1,0,0,0,53,320,1,175,1
CODDOC1200,35,2,3,0,2988,1,0,25,179,1,-1,0,0,0,35,2988,1,179,1
CODDOC1202,40,1,2,0,1270,0,0,17,342,2,-1,0,0,0,40,1270,1,342,2
CODDOC1203,41,0,2,0,654,1,0,13,139,2,-1,0,0,0,41,654,1,139,2
CODDOC1204,48,1,1,0,5173,1,0,18,88,8,-1,0,0,0,48,4000,1,88,6
CODDOC1205,44,1,3,0,3463,1,1,28,210,3,-1,0,0,0,44,3463,1,210,3
CODDOC1206,39,1,0,0,0,0,0,2,731,1,193,3,0,1,39,0,1,500,1
CODDOC1211,60,0,2,0,174,1,0,15,241,1,364,1,0,1,60,174,1,241,1
CODDOC1212,66,2,2,0,10177,0,0,5,272,4,-1,0,0,0,65,4000,1,272,4
CODDOC1214,49,1,2,0,2576,1,0,15,64,6,-1,0,0,0,49,2576,1,64,6
CODDOC1216,23,2,2,0,598,0,0,30,166,1,-1,0,0,0,23,598,1,166,1
CODDOC1217,29,2,3,0,15459,0,0,26,245,3,97,7,0,1,29,4000,1,245,3
CODDOC1219,54,1,0,0,2508,0,0,20,34,8,-1,0,0,0,54,2508,1,34,6
CODDOC1224,49,0,3,0,2370,1,1,17,56,1,103,2,0,1,49,2370,1,56,1
CODDOC1230,27,2,1,0,-79,1,0,30,385,5,-1,0,0,0,27,-79,1,385,5
CODDOC1232,37,0,2,0,490,1,0,2,73,1,-1,0,0,0,37,490,1,73,1
CODDOC1234,37,1,2,0,131,1,0,9,137,2,-1,0,0,0,37,131,1,137,2
CODDOC1235,35,1,3,0,8,1,0,23,55,4,-1,0,0,0,35,8,1,55,4
CODDOC1236,32,1,2,0,-632,1,1,20,18,5,-1,0,0,0,32,-632,1,18,5
CODDOC1238,35,1,1,0,189,1,0,11,95,1,-1,0,0,0,35,189,1,95,1
CODDOC1239,31,1,1,0,2,1,1,10,112,1,-1,0,0,0,31,2,1,112,1
CODDOC1249,33,1,2,0,90,1,0,28,263,2,-1,0,0,0,33,90,1,263,2
CODDOC1250,60,1,1,0,493,0,0,18,671,4,-1,0,1,0,60,493,1,500,4
CODDOC1251,33,0,2,0,1897,1,1,2,197,1,-1,0,0,0,33,1897,1,197,1
CODDOC1252,44,1,2,0,2403,1,0,28,180,2,-1,0,0,0,44,2403,1,180,2
CODDOC1255,32,0,1,0,0,0,0,15,175,4,-1,0,0,0,32,0,1,175,4
CODDOC1256,33,1,2,0,0,1,1,19,163,2,-1,0,0,0,33,0,1,163,2
CODDOC1261,33,2,2,0,-56,0,1,10,119,5,-1,0,0,0,33,-56,1,119,5
CODDOC1263,43,1,1,0,-98,1,1,12,112,2,330,3,0,1,43,-98,1,112,2
CODDOC1267,54,1,0,0,895,0,0,7,335,1,-1,0,1,0,54,895,1,335,1
CODDOC1269,30,1,2,0,0,0,0,15,127,5,-1,0,0,0,30,0,1,127,5
CODDOC1270,27,2,2,0,158,0,0,1,650,2,-1,0,1,0,27,158,1,500,2
CODDOC1272,30,1,2,0,673,1,0,20,610,2,-1,0,0,0,30,673,1,500,2
CODDOC1273,35,0,2,0,0,0,0,25,124,4,-1,0,0,0,35,0,1,124,4
CODDOC1274,33,0,2,0,411,1,0,8,216,1,-1,0,0,0,33,411,1,216,1
CODDOC1275,43,0,1,0,-97,1,1,31,747,4,-1,0,0,0,43,-97,1,500,4
CODDOC1276,41,1,2,0,-217,1,0,11,313,1,349,3,0,1,41,-217,1,313,1
CODDOC1277,41,0,3,0,5037,0,0,23,252,9,185,5,1,1,41,4000,1,252,6
CODDOC1278,46,0,2,0,2232,0,0,13,121,1,-1,0,1,0,46,2232,1,121,1
CODDOC1280,32,1,3,0,913,1,0,23,883,1,674,4,0,1,32,913,1,500,1
CODDOC1281,30,2,3,0,236,1,0,16,197,1,-1,0,0,0,30,236,1,197,1
CODDOC1285,41,1,1,0,849,1,0,15,72,1,-1,0,0,0,41,849,1,72,1
CODDOC1286,54,1,2,0,386,1,0,2,155,2,-1,0,0,0,54,386,1,155,2
CODDOC1289,42,1,2,0,-921,1,0,26,115,2,-1,0,0,0,42,-921,1,115,2
CODDOC1290,48,1,1,0,607,0,0,20,29,2,-1,0,0,0,48,607,1,29,2
CODDOC1294,46,0,3,0,743,0,0,5,36,2,-1,0,0,0,46,743,1,36,2
CODDOC1296,24,2,3,0,172,0,0,3,67,2,-1,0,0,0,24,172,1,67,2
CODDOC1297,58,1,2,0,2,0,0,16,684,1,-1,0,0,0,58,2,1,500,1
CODDOC1298,32,2,3,0,41,0,0,21,686,5,-1,0,1,0,32,41,1,500,5
CODDOC1300,49,1,2,0,-55,0,0,17,150,3,-1,0,0,0,49,-55,1,150,3
CODDOC1302,30,2,3,0,329,1,0,6,122,16,-1,0,0,0,30,329,1,122,6
CODDOC1304,42,1,0,0,1519,0,0,19,230,1,92,1,1,1,42,1519,1,230,1
CODDOC1307,49,1,2,0,5673,0,1,4,357,3,-1,0,0,0,49,4000,1,357,3
CODDOC1308,41,1,2,0,1459,0,0,5,82,1,-1,0,0,0,41,1459,1,82,1
CODDOC1311,37,1,0,0,0,0,0,18,115,1,-1,0,0,0,37,0,1,115,1
CODDOC1312,51,1,2,0,867,1,0,3,177,2,211,3,0,1,51,867,1,177,2
CODDOC1313,80,1,2,0,8304,0,0,9,712,1,64,12,1,1,65,4000,1,500,1
CODDOC1315,48,1,1,1,-583,1,0,2,25,7,-1,0,0,0,48,-583,1,25,6
CODDOC1317,30,1,3,0,3134,1,0,17,124,1,-1,0,0,0,30,3134,1,124,1
CODDOC1318,27,2,2,0,49,1,0,30,208,2,-1,0,0,0,27,49,1,208,2
CODDOC1319,34,1,2,0,-346,0,0,13,136,4,-1,0,0,0,34,-346,1,136,4
CODDOC1320,49,1,2,0,1623,1,0,19,1081,2,-1,0,1,0,49,1623,1,500,2
CODDOC1322,40,1,2,0,17,0,0,4,78,1,-1,0,0,0,40,17,1,78,1
CODDOC1323,38,1,2,0,2008,1,0,18,354,1,-1,0,0,0,38,2008,1,354,1
CODDOC1324,46,1,1,0,91,1,0,6,29,1,356,2,0,1,46,91,1,29,1
CODDOC1330,34,2,2,0,852,0,0,14,108,2,-1,0,0,0,34,852,1,108,2
CODDOC1334,31,2,2,0,628,1,0,12,1083,2,-1,0,0,0,31,628,1,500,2
CODDOC1336,39,1,1,0,1564,0,0,17,57,1,-1,0,0,0,39,1564,1,57,1
CODDOC1337,26,2,2,0,856,1,1,30,95,5,-1,0,0,0,26,856,1,95,5
CODDOC1338,40,2,3,0,1509,0,0,15,144,2,124,1,0,1,40,1509,1,144,2
CODDOC1339,52,1,2,0,-888,0,0,16,135,1,-1,0,0,0,52,-888,1,135,1
CODDOC1340,40,2,3,0,226,0,0,15,176,2,-1,0,0,0,40,226,1,176,2
CODDOC1341,48,1,2,0,127,0,1,7,524,5,-1,0,0,0,48,127,1,500,5
CODDOC1342,31,1,2,0,413,1,0,13,65,1,-1,0,0,0,31,413,1,65,1
CODDOC1344,47,1,2,0,1233,1,0,11,91,1,100,2,1,1,47,1233,1,91,1
CODDOC1345,28,2,2,0,171,0,0,10,93,1,-1,0,1,0,28,171,1,93,1
CODDOC1346,40,0,3,0,69,1,0,6,503,2,280,2,0,1,40,69,1,500,2
CODDOC1348,29,1,3,0,751,1,0,23,121,2,-1,0,0,0,29,751,1,121,2
CODDOC1350,83,1,1,0,425,0,0,22,883,1,140,1,1,1,65,425,1,500,1
CODDOC1351,55,0,1,0,2923,1,0,15,104,2,-1,0,0,0,55,2923,1,104,2
CODDOC1352,43,0,3,0,99,0,0,29,24,3,-1,0,0,0,43,99,1,24,3
CODDOC1354,44,1,3,0,1146,0,0,4,178,2,-1,0,0,0,44,1146,1,178,2
CODDOC1357,30,2,3,0,604,0,1,2,475,1,-1,0,0,0,30,604,1,475,1
CODDOC1358,29,2,2,0,-194,1,0,7,127,1,-1,0,0,0,29,-194,1,127,1
CODDOC1362,27,2,3,0,73,0,0,29,242,1,-1,0,0,0,27,73,1,242,1
CODDOC1363,47,1,2,0,2597,1,0,16,323,1,-1,0,0,0,47,2597,1,323,1
CODDOC1364,53,1,3,0,2627,1,1,16,18,30,-1,0,0,0,53,2627,1,18,6
CODDOC1365,34,1,3,0,1906,1,0,14,68,3,-1,0,0,0,34,1906,1,68,3
CODDOC1368,40,1,2,0,169,1,0,18,43,4,-1,0,0,0,40,169,1,43,4
CODDOC1371,53,0,2,0,751,1,0,16,343,4,-1,0,0,0,53,751,1,343,4
CODDOC1372,28,2,2,0,126,0,0,3,229,1,-1,0,0,0,28,126,1,229,1
CODDOC1373,33,0,3,0,-386,1,0,23,530,1,-1,0,0,0,33,-386,1,500,1
CODDOC1374,56,1,1,0,379,0,0,13,58,5,-1,0,0,0,56,379,1,58,5
CODDOC1375,45,1,2,0,706,0,0,30,78,2,176,1,0,1,45,706,1,78,2
CODDOC1376,39,1,2,0,9121,0,0,5,147,1,-1,0,0,0,39,4000,1,147,1
CODDOC1377,28,2,3,0,1466,1,0,25,40,1,-1,0,0,0,28,1466,1,40,1
CODDOC1379,41,1,1,0,951,1,0,20,23,4,-1,0,0,0,41,951,1,23,4
CODDOC1381,41,1,2,0,121,1,0,13,16,6,176,5,0,1,41,121,1,16,6
CODDOC1383,24,1,2,0,299,1,0,6,209,1,321,1,0,1,24,299,1,209,1
CODDOC1384,34,1,3,0,4170,1,0,21,935,1,-1,0,0,0,34,4000,1,500,1
CODDOC1385,40,1,1,0,-335,1,0,27,260,1,-1,0,0,0,40,-335,1,260,1
CODDOC1386,42,1,2,0,3165,1,0,16,298,4,-1,0,0,0,42,3165,1,298,4
CODDOC1388,25,2,3,0,553,1,0,17,113,4,479,1,0,1,25,553,1,113,4
CODDOC1393,52,1,2,0,-98,1,0,7,423,1,-1,0,0,0,52,-98,1,423,1
CODDOC1394,55,1,1,0,4424,0,0,5,67,4,-1,0,0,0,55,4000,1,67,4
CODDOC1398,31,1,2,0,631,1,0,23,248,4,-1,0,0,0,31,631,1,248,4
CODDOC1399,34,2,2,0,341,0,1,29,136,1,262,3,0,1,34,341,1,136,1
CODDOC1402,44,1,0,0,415,1,0,14,7,7,-1,0,0,0,44,415,1,7,6
CODDOC1405,50,1,3,0,0,0,0,9,243,5,-1,0,0,0,50,0,1,243,5
CODDOC1410,31,1,2,0,0,1,0,5,143,1,-1,0,0,0,31,0,1,143,1
CODDOC1412,35,2,2,0,0,1,0,16,1174,1,345,4,1,1,35,0,1,500,1
CODDOC1414,42,1,1,0,1520,1,0,5,115,1,-1,0,0,0,42,1520,1,115,1
CODDOC1416,75,0,1,0,852,0,0,15,341,1,-1,0,0,0,65,852,1,341,1
CODDOC1419,38,2,2,0,2253,1,0,13,937,3,-1,0,1,0,38,2253,1,500,3
CODDOC1420,34,2,3,0,1171,1,0,10,129,1,-1,0,0,0,34,1171,1,129,1
CODDOC1421,29,2,3,0,452,1,0,11,59,1,-1,0,0,0,29,452,1,59,1
CODDOC1422,28,1,2,0,-97,1,0,29,79,1,225,2,0,1,28,-97,1,79,1
CODDOC1423,79,1,2,0,4738,0,0,9,151,5,-1,0,0,0,65,4000,1,151,5
CODDOC1424,51,0,2,0,467,1,0,19,83,1,-1,0,0,0,51,467,1,83,1
CODDOC1427,38,1,2,0,157,0,1,15,57,11,366,1,0,1,38,157,1,57,6
CODDOC1430,43,1,1,0,7343,1,0,2,217,4,-1,0,0,0,43,4000,1,217,4
CODDOC1431,34,1,2,0,-563,1,0,26,252,1,-1,0,0,0,34,-563,1,252,1
CODDOC1433,35,1,1,0,365,0,0,29,41,2,-1,0,0,0,35,365,1,41,2
CODDOC1435,34,2,2,0,846,1,0,17,758,2,-1,0,0,0,34,846,1,500,2
CODDOC1437,34,1,3,0,-28,1,0,16,574,1,-1,0,0,0,34,-28,1,500,1
CODDOC1438,77,1,3,0,0,0,0,16,847,1,60,1,1,1,65,0,1,500,1
CODDOC1440,30,1,2,0,501,1,1,27,514,1,-1,0,0,0,30,501,1,500,1
CODDOC1441,56,0,1,1,1238,0,0,5,1558,1,-1,0,1,0,56,1238,1,500,1
CODDOC1442,49,1,0,0,301,0,0,14,789,2,-1,0,0,0,49,301,1,500,2
CODDOC1444,39,2,2,0,102,1,0,14,272,2,-1,0,0,0,39,102,1,272,2
CODDOC1445,57,0,1,0,13,1,0,8,323,2,368,2,0,1,57,13,1,323,2
CODDOC1447,32,2,3,0,4665,1,0,21,860,2,-1,0,1,0,32,4000,1,500,2
CODDOC1448,45,1,2,0,638,1,0,20,75,9,-1,0,0,0,45,638,1,75,6
CODDOC1449,32,1,2,0,101,1,0,19,191,4,-1,0,0,0,32,101,1,191,4
CODDOC1451,49,1,2,0,1103,0,0,12,428,2,-1,0,0,0,49,1103,1,428,2
CODDOC1452,29,1,2,0,3748,0,0,28,322,3,-1,0,0,0,29,3748,1,322,3
CODDOC1455,45,2,1,0,1893,1,0,3,1259,6,-1,0,1,0,45,1893,1,500,6
CODDOC1456,39,1,3,0,14,0,0,28,114,2,-1,0,0,0,39,14,1,114,2
CODDOC1457,36,1,2,0,-423,1,1,13,106,1,-1,0,0,0,36,-423,1,106,1
CODDOC1458,33,1,3,0,3696,0,0,19,305,1,182,3,0,1,33,3696,1,305,1
CODDOC1459,36,1,3,0,2987,1,0,12,307,1,-1,0,1,0,36,2987,1,307,1
CODDOC1460,31,2,2,0,433,0,0,11,1504,2,-1,0,0,0,31,433,1,500,2
CODDOC1462,38,2,3,0,0,1,0,1,71,1,-1,0,0,0,38,0,1,71,1
CODDOC1463,33,1,2,0,2727,0,0,6,205,3,-1,0,0,0,33,2727,1,205,3
CODDOC1464,40,1,2,0,93,1,0,13,134,2,-1,0,0,0,40,93,1,134,2
CODDOC1469,38,1,3,0,0,1,0,13,537,5,303,2,0,1,38,0,1,500,5
CODDOC1471,55,1,1,0,4103,0,0,19,291,1,-1,0,0,0,55,4000,1,291,1
CODDOC1473,48,1,2,0,116,1,0,20,70,4,-1,0,0,0,48,116,1,70,4
CODDOC1474,53,1,2,0,70,1,0,5,611,2,-1,0,0,0,53,70,1,500,2
CODDOC1475,44,0,2,0,432,0,0,9,132,3,-1,0,0,0,44,432,1,132,3
CODDOC1481,35,1,3,0,8647,0,0,19,140,2,-1,0,0,0,35,4000,1,140,2
CODDOC1483,39,1,2,0,0,1,0,7,502,1,7,2,0,1,39,0,1,500,1
CODDOC1485,44,1,1,0,276,1,1,15,219,1,-1,0,0,0,44,276,1,219,1
CODDOC1486,29,2,2,0,113,0,0,12,328,2,183,4,1,1,29,113,1,328,2
CODDOC1488,33,1,1,0,82,1,0,18,63,2,-1,0,0,0,33,82,1,63,2
CODDOC1489,46,1,3,0,1008,0,0,29,24,13,-1,0,0,0,46,1008,1,24,6
CODDOC1491,26,2,2,0,443,0,0,30,84,3,-1,0,0,0,26,443,1,84,3
CODDOC1492,41,1,2,0,351,1,0,9,175,1,-1,0,0,0,41,351,1,175,1
CODDOC1494,39,2,3,0,-41,0,1,25,40,15,-1,0,0,0,39,-41,1,40,6
CODDOC1497,44,2,2,0,3945,0,0,28,255,1,-1,0,0,0,44,3945,1,255,1
CODDOC1498,55,1,3,0,197,0,1,8,256,1,-1,0,0,0,55,197,1,256,1
CODDOC1499,51,0,1,0,837,0,0,30,41,2,-1,0,0,0,51,837,1,41,2
CODDOC1500,50,1,3,0,-94,0,1,25,75,1,-1,0,0,0,50,-94,1,75,1
CODDOC1501,30,1,2,0,1743,1,0,5,192,4,-1,0,0,0,30,1743,1,192,4
CODDOC1506,30,1,2,0,124,0,0,16,161,2,-1,0,0,0,30,124,1,161,2
CODDOC1512,34,2,2,0,0,0,0,17,63,2,-1,0,0,0,34,0,1,63,2
CODDOC1516,46,1,1,0,19,1,0,21,171,1,-1,0,0,0,46,19,1,171,1
CODDOC1517,29,1,3,0,242,1,0,18,73,4,-1,0,0,0,29,242,1,73,4
CODDOC1518,53,1,0,0,13,0,0,28,69,1,-1,0,0,0,53,13,1,69,1
CODDOC1523,39,1,1,0,238,1,1,19,134,1,-1,0,0,0,39,238,1,134,1
CODDOC1528,57,0,2,0,63,1,0,5,242,1,-1,0,0,0,57,63,1,242,1
CODDOC1529,31,2,2,0,16,0,0,7,387,1,-1,0,0,0,31,16,1,387,1
CODDOC1530,29,2,2,0,417,0,0,7,90,1,-1,0,0,0,29,417,1,90,1
CODDOC1532,46,1,1,0,2749,1,0,17,332,1,-1,0,0,0,46,2749,1,332,1
CODDOC1533,33,1,2,0,133,0,0,4,218,1,-1,0,1,0,33,133,1,218,1
CODDOC1536,37,1,2,0,4760,1,0,8,182,2,169,2,0,1,37,4000,1,182,2
CODDOC1537,32,2,2,0,2979,0,0,25,156,1,-1,0,0,0,32,2979,1,156,1
CODDOC1539,50,0,2,0,203,1,0,19,265,1,127,4,0,1,50,203,1,265,1
CODDOC1541,31,0,2,0,1210,0,0,16,350,1,-1,0,0,0,31,1210,1,350,1
CODDOC1542,43,1,2,0,634,1,0,17,65,1,131,1,0,1,43,634,1,65,1
CODDOC1546,56,1,2,0,0,1,0,19,154,2,-1,0,0,0,56,0,1,154,2
CODDOC1549,32,2,0,0,6145,1,0,14,362,1,287,13,0,1,32,4000,1,362,1
CODDOC1550,41,1,2,0,28,1,0,11,49,1,-1,0,0,0,41,28,1,49,1
CODDOC1556,34,1,3,0,412,1,1,8,164,1,-1,0,0,0,34,412,1,164,1
CODDOC1560,31,2,2,0,144,1,0,4,43,11,-1,0,0,0,31,144,1,43,6
CODDOC1561,52,1,3,0,1339,1,0,22,343,5,-1,0,0,0,52,1339,1,343,5
CODDOC1563,43,1,1,0,7727,1,0,15,302,8,-1,0,0,0,43,4000,1,302,6
CODDOC1564,55,1,2,0,204,0,0,14,455,13,-1,0,0,0,55,204,1,455,6
CODDOC1565,28,0,0,0,101,1,0,28,126,4,-1,0,0,0,28,101,1,126,4
CODDOC1566,45,0,2,0,728,1,1,18,107,1,-1,0,0,0,45,728,1,107,1
CODDOC1567,45,1,1,0,2418,1,0,14,120,1,-1,0,0,0,45,2418,1,120,1
CODDOC1568,51,1,3,0,2934,1,0,18,727,4,-1,0,0,0,51,2934,1,500,4
CODDOC1569,42,2,2,0,0,1,0,7,275,4,-1,0,0,0,42,0,1,275,4
CODDOC1573,37,1,2,0,2023,1,0,10,214,1,-1,0,0,0,37,2023,1,214,1
CODDOC1576,34,2,1,0,464,1,0,18,173,1,299,2,0,1,34,464,1,173,1
CODDOC1577,48,1,2,0,117,1,0,16,635,1,-1,0,0,0,48,117,1,500,1
CODDOC1579,40,1,3,0,1041,1,0,12,73,1,-1,0,0,0,40,1041,1,73,1
CODDOC1580,37,1,3,0,539,0,0,18,540,2,115,3,0,1,37,539,1,500,2
CODDOC1583,46,1,1,0,2558,1,0,20,107,1,167,1,0,1,46,2558,1,107,1
CODDOC1586,42,1,2,0,5639,1,0,17,430,2,-1,0,0,0,42,4000,1,430,2
CODDOC1587,42,2,3,0,100,0,0,7,64,2,-1,0,0,0,42,100,1,64,2
CODDOC1589,37,2,3,0,815,1,0,7,77,1,-1,0,0,0,37,815,1,77,1
CODDOC1594,50,1,2,0,1572,1,0,9,185,1,-1,0,0,0,50,1572,1,185,1
CODDOC1595,60,0,2,0,385,1,0,4,80,1,-1,0,0,0,60,385,1,80,1
CODDOC1600,25,1,3,0,0,1,0,9,160,1,-1,0,0,0,25,0,1,160,1
CODDOC1602,32,1,1,0,329,1,0,3,321,1,-1,0,0,0,32,329,1,321,1
CODDOC1607,41,2,0,0,4684,0,0,20,30,6,-1,0,0,0,41,4000,1,30,6
CODDOC1610,33,2,2,0,8004,0,0,19,414,3,-1,0,0,0,33,4000,1,414,3
CODDOC1611,49,1,1,0,1019,1,0,16,285,5,-1,0,0,0,49,1019,1,285,5
CODDOC1613,29,0,3,0,415,1,1,28,449,4,-1,0,0,0,29,415,1,449,4
CODDOC1615,40,2,2,0,2378,1,0,2,65,1,-1,0,0,0,40,2378,1,65,1
CODDOC1617,60,1,1,0,71,0,0,10,121,3,-1,0,0,0,60,71,1,121,3
CODDOC1618,43,1,3,0,1188,0,0,27,140,2,-1,0,0,0,43,1188,1,140,2
CODDOC1619,50,1,1,0,8139,1,0,18,256,6,-1,0,0,0,50,4000,1,256,6
CODDOC1621,37,1,1,0,689,1,0,14,367,2,-1,0,0,0,37,689,1,367,2
CODDOC1624,47,1,1,0,3451,0,1,21,125,2,-1,0,0,0,47,3451,1,125,2
CODDOC1625,58,1,2,0,116,0,0,16,580,3,-1,0,0,0,58,116,1,500,3
CODDOC1627,55,1,2,0,0,1,0,30,119,2,-1,0,0,0,55,0,1,119,2
CODDOC1628,31,1,2,0,897,1,0,20,26,2,-1,0,0,0,31,897,1,26,2
CODDOC1629,38,1,2,0,821,1,1,17,224,2,180,1,0,1,38,821,1,224,2
CODDOC1630,42,1,2,0,130,1,0,29,285,1,-1,0,0,0,42,130,1,285,1
CODDOC1634,59,1,1,0,699,0,0,28,98,1,154,6,0,1,59,699,1,98,1
CODDOC1635,42,0,2,0,759,0,0,28,97,1,169,3,0,1,42,759,1,97,1
CODDOC1638,43,1,1,0,1211,1,0,6,208,3,-1,0,0,0,43,1211,1,208,3
CODDOC1639,39,2,3,0,426,0,0,18,1029,1,-1,0,1,0,39,426,1,500,1
CODDOC1643,33,1,2,0,353,1,0,19,107,2,-1,0,0,0,33,353,1,107,2
CODDOC1644,29,0,2,0,330,1,0,12,88,2,-1,0,0,0,29,330,1,88,2
CODDOC1645,33,0,3,0,0,0,0,13,305,2,-1,0,0,0,33,0,1,305,2
CODDOC1646,41,1,2,0,353,0,0,19,90,2,-1,0,0,0,41,353,1,90,2
CODDOC1647,38,2,3,0,2273,1,0,17,222,1,-1,0,0,0,38,2273,1,222,1
CODDOC1649,58,1,3,0,744,0,0,28,38,1,-1,0,0,0,58,744,1,38,1
CODDOC1651,36,0,2,0,356,1,0,7,244,3,313,1,0,1,36,356,1,244,3
CODDOC1652,45,1,1,0,1291,1,0,28,189,17,-1,0,0,0,45,1291,1,189,6
CODDOC1654,53,1,1,0,306,0,0,28,388,3,181,1,1,1,53,306,1,388,3
CODDOC1655,44,1,1,0,-312,1,0,20,22,3,-1,0,0,0,44,-312,1,22,3
CODDOC1656,32,2,2,0,493,0,0,13,289,2,-1,0,0,0,32,493,1,289,2
CODDOC1658,38,1,3,0,669,1,1,31,129,2,-1,0,0,0,38,669,1,129,2
CODDOC1659,47,1,1,0,556,1,0,4,147,2,264,4,0,1,47,556,1,147,2
CODDOC1660,34,2,2,0,84,1,0,23,299,1,-1,0,0,0,34,84,1,299,1
CODDOC1662,45,2,2,0,-11,1,0,5,247,1,-1,0,0,0,45,-11,1,247,1
CODDOC1664,52,0,1,0,-191,1,0,15,755,1,-1,0,1,0,52,-191,1,500,1
CODDOC1666,51,1,2,0,2237,1,0,29,619,1,-1,0,0,0,51,2237,1,500,1
CODDOC1668,33,1,2,0,-346,1,1,23,29,3,-1,0,0,0,33,-346,1,29,3
CODDOC1670,66,1,3,0,1048,1,0,23,971,2,-1,0,0,0,65,1048,1,500,2
CODDOC1672,35,1,1,0,624,1,0,7,163,1,-1,0,0,0,35,624,1,163,1
CODDOC1677,40,1,2,0,168,1,0,7,249,2,169,1,0,1,40,168,1,249,2
CODDOC1679,39,1,2,0,-405,1,0,8,177,1,-1,0,0,0,39,-405,1,177,1
CODDOC1682,65,1,0,0,300,0,0,12,105,1,-1,0,0,0,65,300,1,105,1
CODDOC1685,42,2,1,0,1322,1,1,8,178,1,-1,0,0,0,42,1322,1,178,1
CODDOC1690,28,2,3,0,3238,1,0,19,7,1,-1,0,0,0,28,3238,1,7,1
CODDOC1692,51,0,1,0,-28,0,1,2,220,2,-1,0,0,0,51,-28,1,220,2
CODDOC1693,42,0,3,0,0,0,0,20,85,2,-1,0,0,0,42,0,1,85,2
CODDOC1696,43,1,2,0,132,0,0,19,574,1,84,3,1,1,43,132,1,500,1
CODDOC1697,36,2,3,0,260,1,0,7,49,1,-1,0,0,0,36,260,1,49,1
CODDOC1705,35,2,3,0,5958,1,0,22,215,1,-1,0,1,0,35,4000,1,215,1
CODDOC1706,25,2,2,0,304,0,0,26,226,2,-1,0,1,0,25,304,1,226,2
CODDOC1707,32,2,2,0,118,1,0,17,1275,1,-1,0,1,0,32,118,1,500,1
CODDOC1708,30,1,2,0,123,0,1,17,66,1,85,5,0,1,30,123,1,66,1
CODDOC1712,32,2,3,0,2185,0,0,20,354,2,-1,0,0,0,32,2185,1,354,2
CODDOC1713,29,2,2,0,309,1,0,11,471,3,-1,0,0,0,29,309,1,471,3
CODDOC1721,30,2,2,1,4,1,0,23,84,3,-1,0,0,0,30,4,1,84,3
CODDOC1722,60,1,2,0,262,0,0,18,393,4,-1,0,0,0,60,262,1,393,4
CODDOC1726,20,2,2,0,1191,0,0,12,274,1,-1,0,0,0,20,1191,1,274,1
CODDOC1728,34,1,3,0,197,0,0,20,78,3,-1,0,1,0,34,197,1,78,3
CODDOC1729,36,1,0,0,6,0,0,20,41,7,-1,0,0,0,36,6,1,41,6
CODDOC1731,51,1,3,0,630,1,0,5,138,1,-1,0,0,0,51,630,1,138,1
CODDOC1733,48,1,1,0,1910,1,0,29,413,2,-1,0,0,0,48,1910,1,413,2
CODDOC1737,40,2,2,0,100,1,0,11,221,1,461,1,1,1,40,100,1,221,1
CODDOC1738,59,1,2,0,345,0,0,9,38,1,-1,0,0,0,59,345,1,38,1
CODDOC1745,27,2,2,0,795,0,0,6,101,3,-1,0,0,0,27,795,1,101,3
CODDOC1747,51,2,3,0,2139,0,0,17,176,2,-1,0,0,0,51,2139,1,176,2
CODDOC1748,38,1,3,0,-469,1,0,16,209,12,-1,0,0,0,38,-469,1,209,6
CODDOC1750,40,2,3,0,825,1,0,20,38,1,335,1,0,1,40,825,1,38,1
CODDOC1751,47,2,3,0,3232,0,0,6,541,1,204,3,0,1,47,3232,1,500,1
CODDOC1754,56,1,2,0,83,0,0,27,26,11,-1,0,0,0,56,83,1,26,6
CODDOC1755,29,2,3,0,1445,0,0,26,328,2,143,2,1,1,29,1445,1,328,2
CODDOC1757,32,1,3,0,-55,1,0,26,107,4,-1,0,0,0,32,-55,1,107,4
